From,2020-05-01 23:16:08.229463,To,2020-06-01 23:16:08.229498,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phones",13.1538759566%,1262642,MultipleMatch,19.7%,1883587,,,,,,,,,,social_profiles,39.6%,PerfectMatch,with phones,4980528,with emails,3990662,with social_profiles,2175445,with jobs,2246598,with educations,743446,with addresses,5486346,with dobs,3854220,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phone",4.77558573482%,458409,,,,,,,,,,,,,jobs,40.8%,PerfectMatch,without phones,519862,without emails,1509728,without social_profiles,3324945,without jobs,3253792,without educations,4756944,without addresses,14044,without dobs,1646170,,,,,,,,,,,,,,,,,
,"Name, Address",4.45826137714%,427949,,,,,,,,,,,,,educations,13.5%,PossibleMatch,with phones,1852469,with emails,0,with social_profiles,962555,with jobs,897629,with educations,373268,with addresses,1853502,with dobs,1131713,,,,,,,,,,,,,,,,,
,"Name, Address, DOB",4.31268387962%,413975,,,,,,,,,,,,,addresses,99.7%,PossibleMatch,without phones,31118,without emails,1883587,without social_profiles,921032,without jobs,985958,without educations,1510319,without addresses,30085,without dobs,751874,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,70.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,83.2747977891%,7993557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6967#US,All,,1002123,NoMatch,4.0%,40391,,,,,,,,,,phones,86.1%,NoMatch,with phones,13847,with emails,0,with social_profiles,6447,with jobs,5088,with educations,2322,with addresses,19965,with dobs,9110,,,,,,,,,,,,,,,,,
,"Name, Address, DOB, Email",79.2842794747%,794526,SingleMatch,94.5%,945449,,,,,,,,,,emails,86.2%,NoMatch,without phones,26544,without emails,40391,without social_profiles,33944,without jobs,35303,without educations,38069,without addresses,20426,without dobs,31281,,,,,,,,,,,,,,,,,
,"Name, Address, DOB",16.053219016%,160873,MultipleMatch,1.5%,14860,,,,,,,,,,social_profiles,46.6%,PerfectMatch,with phones,813761,with emails,815109,with social_profiles,440395,with jobs,394515,with educations,175399,with addresses,943978,with dobs,866559,,,,,,,,,,,,,,,,,
,"Name, Address, Email",2.9077268958%,29139,,,,,,,,,,,,,jobs,41.7%,PerfectMatch,without phones,131688,without emails,130340,without social_profiles,505054,without jobs,550934,without educations,770050,without addresses,1471,without dobs,78890,,,,,,,,,,,,,,,,,
,"Name, Address",1.61277607639%,16162,,,,,,,,,,,,,educations,18.6%,PossibleMatch,with phones,274,with emails,0,with social_profiles,151,with jobs,100,with educations,59,with addresses,313,with dobs,280,,,,,,,,,,,,,,,,,
,,0.141998537106%,1423,,,,,,,,,,,,,addresses,99.8%,PossibleMatch,without phones,14586,without emails,14860,without social_profiles,14709,without jobs,14760,without educations,14801,without addresses,14547,without dobs,14580,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,91.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,1002123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16249#US,All,,985689,NoMatch,50.6%,498839,,,,,,,,,,phones,100.0%,NoMatch,with phones,730,with emails,0,with social_profiles,206,with jobs,189,with educations,86,with addresses,785,with dobs,657,,,,,,,,,,,,,,,,,
,Phone,99.9234038322%,984934,SingleMatch,36.6%,360403,,,,,,,,,,emails,43.4%,NoMatch,without phones,498109,without emails,498839,without social_profiles,498633,without jobs,498650,without educations,498753,without addresses,498054,without dobs,498182,,,,,,,,,,,,,,,,,
,,0.0765961677568%,755,MultipleMatch,12.8%,125692,,,,,,,,,,social_profiles,37.8%,PerfectMatch,with phones,360387,with emails,156267,with social_profiles,136282,with jobs,88962,with educations,36585,with addresses,357635,with dobs,88806,,,,,,,,,,,,,,,,,
,"Name, Address, Email",3.6688125345%,30108,,,,,,,,,,,,,jobs,24.7%,PerfectMatch,without phones,16,without emails,204136,without social_profiles,224121,without jobs,271441,without educations,323818,without addresses,2768,without dobs,271597,,,,,,,,,,,,,,,,,
,"Name, Address",1.80040870191%,14775,,,,,,,,,,,,,educations,10.2%,PossibleMatch,with phones,125692,with emails,0,with social_profiles,72201,with jobs,52024,with educations,26207,with addresses,125535,with dobs,63728,,,,,,,,,,,,,,,,,
,,0.0275392464726%,226,,,,,,,,,,,,,addresses,99.2%,PossibleMatch,without phones,0,without emails,125692,without social_profiles,53491,without jobs,73668,without educations,99485,without addresses,157,without dobs,61964,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,24.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,985689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19675#US,All,,202566,NoMatch,50.3%,101736,,,,,,,,,,phones,100.0%,NoMatch,with phones,133,with emails,0,with social_profiles,31,with jobs,41,with educations,6,with addresses,138,with dobs,127,,,,,,,,,,,,,,,,,
,Phone,99.9313803896%,202427,SingleMatch,32.1%,64883,,,,,,,,,,emails,22.3%,NoMatch,without phones,101603,without emails,101736,without social_profiles,101705,without jobs,101695,without educations,101730,without addresses,101598,without dobs,101609,,,,,,,,,,,,,,,,,
,,0.0686196103986%,139,MultipleMatch,17.7%,35808,,,,,,,,,,social_profiles,12.5%,PerfectMatch,with phones,64883,with emails,14491,with social_profiles,8140,with jobs,28732,with educations,1761,with addresses,64646,with dobs,11025,,,,,,,,,,,,,,,,,
,,0.0351846594885%,88,,,,,,,,,,,,,jobs,44.3%,PerfectMatch,without phones,0,without emails,50392,without social_profiles,56743,without jobs,36151,without educations,63122,without addresses,237,without dobs,53858,,,,,,,,,,,,,,,,,
,Address,0.00119947702802%,3,,,,,,,,,,,,,educations,2.7%,PossibleMatch,with phones,35808,with emails,0,with social_profiles,19024,with jobs,17752,with educations,2943,with addresses,35797,with dobs,11142,,,,,,,,,,,,,,,,,
,"Email, Phone",0.000799651352011%,2,,,,,,,,,,,,,addresses,99.6%,PossibleMatch,without phones,0,without emails,35808,without social_profiles,16784,without jobs,18056,without educations,32865,without addresses,11,without dobs,24666,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,17.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,202566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711#US,All,,186035,NoMatch,21.9%,40671,,,,,,,,,,phones,87.6%,NoMatch,with phones,92,with emails,0,with social_profiles,49,with jobs,33,with educations,24,with addresses,122,with dobs,18,,,,,,,,,,,,,,,,,
,"Name, Address, DOB, Email, Phone, Username",23.9626951918%,44579,SingleMatch,74.8%,138828,,,,,,,,,,emails,82.6%,NoMatch,without phones,40579,without emails,40671,without social_profiles,40622,without jobs,40638,without educations,40647,without addresses,40549,without dobs,40653,,,,,,,,,,,,,,,,,
,"Name, Address, DOB, Phone",23.0091111888%,42805,MultipleMatch,3.3%,6030,,,,,,,,,,social_profiles,39.8%,PerfectMatch,with phones,121682,with emails,114726,with social_profiles,55239,with jobs,43531,with educations,14900,with addresses,138196,with dobs,83609,,,,,,,,,,,,,,,,,
,"Name, Address, DOB",16.3571370979%,30430,,,,,,,,,,,,,jobs,31.4%,PerfectMatch,without phones,17146,without emails,24102,without social_profiles,83589,without jobs,95297,without educations,123928,without addresses,632,without dobs,55219,,,,,,,,,,,,,,,,,
,"Name, Address, DOB, Email, Username",5.76719434515%,10729,,,,,,,,,,,,,educations,10.7%,PossibleMatch,with phones,4,with emails,0,with social_profiles,1,with jobs,1,with educations,1,with addresses,4,with dobs,1,,,,,,,,,,,,,,,,,
,"Name, Address",4.58999650603%,8539,,,,,,,,,,,,,addresses,99.5%,PossibleMatch,without phones,6026,without emails,6030,without social_profiles,6029,without jobs,6029,without educations,6029,without addresses,6026,without dobs,6029,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,60.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,73.6861343296%,137082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7963#US,All,,179050,NoMatch,46.9%,83954,,,,,,,,,,phones,100.0%,NoMatch,with phones,0,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,0,with dobs,0,,,,,,,,,,,,,,,,,
,Phone,99.9396816532%,178942,SingleMatch,23.6%,42259,,,,,,,,,,emails,35.9%,NoMatch,without phones,83954,without emails,83954,without social_profiles,83954,without jobs,83954,without educations,83954,without addresses,83954,without dobs,83954,,,,,,,,,,,,,,,,,
,,0.0603183468305%,108,MultipleMatch,29.5%,52729,,,,,,,,,,social_profiles,36.3%,PerfectMatch,with phones,42258,with emails,15180,with social_profiles,15359,with jobs,7512,with educations,4012,with addresses,41370,with dobs,7415,,,,,,,,,,,,,,,,,
,"Name, Address, Emails",2.62825730497%,4456,,,,,,,,,,,,,jobs,17.8%,PerfectMatch,without phones,1,without emails,27079,without social_profiles,26900,without jobs,34747,without educations,38247,without addresses,889,without dobs,34844,,,,,,,,,,,,,,,,,
,"Name, Address, Email",0.808059359923%,1370,,,,,,,,,,,,,educations,9.5%,PossibleMatch,with phones,1,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,1,with dobs,0,,,,,,,,,,,,,,,,,
,,0.0294912175154%,50,,,,,,,,,,,,,addresses,97.9%,PossibleMatch,without phones,52728,without emails,52729,without social_profiles,52729,without jobs,52729,without educations,52729,without addresses,52728,without dobs,52729,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,17.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,179050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625#US,All,,167452,NoMatch,30.9%,51717,,,,,,,,,,phones,95.3%,NoMatch,with phones,7575,with emails,0,with social_profiles,7618,with jobs,6492,with educations,5260,with addresses,7806,with dobs,7188,,,,,,,,,,,,,,,,,
,Phone,74.738432506%,125151,SingleMatch,33.8%,56530,,,,,,,,,,emails,51.4%,NoMatch,without phones,44142,without emails,51717,without social_profiles,44099,without jobs,45225,without educations,46457,without addresses,43911,without dobs,44529,,,,,,,,,,,,,,,,,
,"Name, Address",25.1367556076%,42092,MultipleMatch,35.3%,58999,,,,,,,,,,social_profiles,40.3%,PerfectMatch,with phones,53869,with emails,29067,with social_profiles,22759,with jobs,17371,with educations,7412,with addresses,56421,with dobs,21997,,,,,,,,,,,,,,,,,
,,0.123020328213%,206,,,,,,,,,,,,,jobs,30.7%,PerfectMatch,without phones,2661,without emails,27463,without social_profiles,33771,without jobs,39159,without educations,49118,without addresses,109,without dobs,34533,,,,,,,,,,,,,,,,,
,Address,0.00179155817787%,3,,,,,,,,,,,,,educations,13.1%,PossibleMatch,with phones,58948,with emails,0,with social_profiles,39172,with jobs,34409,with educations,21470,with addresses,58982,with dobs,40508,,,,,,,,,,,,,,,,,
,"Name, Address, DOB, Emails, Phones, Usernames",6.43866811884%,11055,,,,,,,,,,,,,addresses,99.8%,PossibleMatch,without phones,51,without emails,58999,without social_profiles,19827,without jobs,24590,without educations,37529,without addresses,17,without dobs,18491,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,38.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,167452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539#US,All,,153672,NoMatch,3.3%,5100,,,,,,,,,,phones,100.0%,NoMatch,with phones,8,with emails,0,with social_profiles,0,with jobs,1,with educations,0,with addresses,9,with dobs,1,,,,,,,,,,,,,,,,,
,Phone,99.8672497267%,153468,SingleMatch,32.8%,50345,,,,,,,,,,emails,61.9%,NoMatch,without phones,5092,without emails,5100,without social_profiles,5100,without jobs,5099,without educations,5100,without addresses,5091,without dobs,5099,,,,,,,,,,,,,,,,,
,,0.132750273309%,204,MultipleMatch,63.9%,98023,,,,,,,,,,social_profiles,52.0%,PerfectMatch,with phones,50343,with emails,31173,with social_profiles,26161,with jobs,27147,with educations,9087,with addresses,49298,with dobs,17008,,,,,,,,,,,,,,,,,
,"Name, Address, Emails",2.58576463612%,3881,,,,,,,,,,,,,jobs,53.9%,PerfectMatch,without phones,2,without emails,19172,without social_profiles,24184,without jobs,23198,without educations,41258,without addresses,1047,without dobs,33337,,,,,,,,,,,,,,,,,
,"Name, Address, Email",0.868806257537%,1304,,,,,,,,,,,,,educations,18.0%,PossibleMatch,with phones,12009,with emails,0,with social_profiles,7521,with jobs,5130,with educations,2878,with addresses,11957,with dobs,6024,,,,,,,,,,,,,,,,,
,,0.0393094855787%,59,,,,,,,,,,,,,addresses,97.9%,PossibleMatch,without phones,86014,without emails,98023,without social_profiles,90502,without jobs,92893,without educations,95145,without addresses,86066,without dobs,91999,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,33.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,153672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21013#US,All,,143671,NoMatch,54.3%,77869,,,,,,,,,,phones,97.1%,NoMatch,with phones,618,with emails,0,with social_profiles,563,with jobs,486,with educations,385,with addresses,639,with dobs,578,,,,,,,,,,,,,,,,,
,Phone,90.1824306923%,129566,SingleMatch,28.6%,41022,,,,,,,,,,emails,50.3%,NoMatch,without phones,77251,without emails,77869,without social_profiles,77306,without jobs,77383,without educations,77484,without addresses,77230,without dobs,77291,,,,,,,,,,,,,,,,,
,"Name, Address",5.35181073425%,7689,MultipleMatch,17.2%,24622,,,,,,,,,,social_profiles,31.9%,PerfectMatch,with phones,39827,with emails,20644,with social_profiles,13101,with jobs,14434,with educations,4087,with addresses,40717,with dobs,15371,,,,,,,,,,,,,,,,,
,"Name, Address, Emails",3.26927494066%,4697,,,,,,,,,,,,,jobs,35.2%,PerfectMatch,without phones,1195,without emails,20378,without social_profiles,27921,without jobs,26588,without educations,36935,without addresses,305,without dobs,25651,,,,,,,,,,,,,,,,,
,"Name, Address, Email",1.08094187414%,1553,,,,,,,,,,,,,educations,10.0%,PossibleMatch,with phones,24611,with emails,0,with social_profiles,13444,with jobs,11853,with educations,6106,with addresses,24601,with dobs,14512,,,,,,,,,,,,,,,,,
,,0.109973481078%,158,,,,,,,,,,,,,addresses,99.3%,PossibleMatch,without phones,11,without emails,24622,without social_profiles,11178,without jobs,12769,without educations,18516,without addresses,21,without dobs,10110,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,37.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,99.9944317225%,143663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539#IN,All,,39854,NoMatch,22.1%,8811,,,,,,,,,,phones,100.0%,NoMatch,with phones,0,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,0,with dobs,0,,,,,,,,,,,,,,,,,
,Phone,99.9171977719%,39821,SingleMatch,45.6%,18154,,,,,,,,,,emails,25.2%,NoMatch,without phones,8811,without emails,8811,without social_profiles,8811,without jobs,8811,without educations,8811,without addresses,8811,without dobs,8811,,,,,,,,,,,,,,,,,
,,0.0828022281327%,33,MultipleMatch,32.3%,12856,,,,,,,,,,social_profiles,30.9%,PerfectMatch,with phones,18154,with emails,4576,with social_profiles,5612,with jobs,1864,with educations,1071,with addresses,18154,with dobs,1903,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,jobs,10.3%,PerfectMatch,without phones,0,without emails,13578,without social_profiles,12542,without jobs,16290,without educations,17083,without addresses,0,without dobs,16251,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,educations,5.9%,PossibleMatch,with phones,4303,with emails,0,with social_profiles,1255,with jobs,414,with educations,284,with addresses,4303,with dobs,529,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,addresses,100.0%,PossibleMatch,without phones,8553,without emails,12856,without social_profiles,11601,without jobs,12442,without educations,12572,without addresses,8553,without dobs,12327,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,10.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,39854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7963#IN,All,,3180,NoMatch,25.9%,822,,,,,,,,,,phones,100.0%,NoMatch,with phones,0,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,0,with dobs,0,,,,,,,,,,,,,,,,,
,Phone,99.9371069182%,3178,SingleMatch,50.2%,1595,,,,,,,,,,emails,28.7%,NoMatch,without phones,822,without emails,822,without social_profiles,822,without jobs,822,without educations,822,without addresses,822,without dobs,822,,,,,,,,,,,,,,,,,
,,0.062893081761%,2,MultipleMatch,23.9%,761,,,,,,,,,,social_profiles,37.3%,PerfectMatch,with phones,1595,with emails,458,with social_profiles,595,with jobs,209,with educations,153,with addresses,1595,with dobs,256,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,jobs,13.1%,PerfectMatch,without phones,0,without emails,1137,without social_profiles,1000,without jobs,1386,without educations,1442,without addresses,0,without dobs,1339,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,educations,9.6%,PossibleMatch,with phones,0,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,0,with dobs,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,addresses,100.0%,PossibleMatch,without phones,761,without emails,761,without social_profiles,761,without jobs,761,without educations,761,without addresses,761,without dobs,761,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,16.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,3180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85843#IN,All,,2411,NoMatch,64.2%,1547,,,,,,,,,,phones,100.0%,NoMatch,with phones,0,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,0,with dobs,0,,,,,,,,,,,,,,,,,
,Phone,99.9585234343%,2410,SingleMatch,28.9%,696,,,,,,,,,,emails,4.2%,NoMatch,without phones,1547,without emails,1547,without social_profiles,1547,without jobs,1547,without educations,1547,without addresses,1547,without dobs,1547,,,,,,,,,,,,,,,,,
,,0.0414765657404%,1,MultipleMatch,6.9%,167,,,,,,,,,,social_profiles,5.2%,PerfectMatch,with phones,696,with emails,29,with social_profiles,36,with jobs,8,with educations,6,with addresses,696,with dobs,12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,jobs,1.1%,PerfectMatch,without phones,0,without emails,667,without social_profiles,660,without jobs,688,without educations,690,without addresses,0,without dobs,684,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,educations,0.9%,PossibleMatch,with phones,167,with emails,0,with social_profiles,38,with jobs,20,with educations,12,with addresses,167,with dobs,14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,addresses,100.0%,PossibleMatch,without phones,0,without emails,167,without social_profiles,129,without jobs,147,without educations,155,without addresses,0,without dobs,153,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,1.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,2411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
