From,2020-10-01 00:33:46.567001,To,2020-11-01 00:33:46.567036,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,85.1741900175%,7877915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28485#US,All,,1039042,NoMatch,6.9%,72017,,,,,,,,,,phones,95.2%,NoMatch,with phones,1944,with emails,0,with social_profiles,1652,with jobs,1900,with educations,1427,with addresses,1955,with dobs,1763,,,,,,,,,,,,,,,,,
,"Name, Address",11.3938608834%,118387,SingleMatch,86.7%,900860,,,,,,,,,,emails,87.4%,NoMatch,without phones,70073,without emails,72017,without social_profiles,70365,without jobs,70117,without educations,70590,without addresses,70062,without dobs,70254,,,,,,,,,,,,,,,,,
,"Name, Address, Email, Phones",10.4262387853%,108333,MultipleMatch,6.4%,66162,,,,,,,,,,social_profiles,62.2%,PerfectMatch,with phones,857882,with emails,786951,with social_profiles,560179,with jobs,803962,with educations,489711,with addresses,895139,with dobs,682759,,,,,,,,,,,,,,,,,
,"Name, Addresses, Emails, Phones",7.87898852982%,81866,,,,,,,,,,,,,jobs,89.2%,PerfectMatch,without phones,42978,without emails,113909,without social_profiles,340681,without jobs,96898,without educations,411149,without addresses,5721,without dobs,218101,,,,,,,,,,,,,,,,,
,"Name, Address, Phone",6.78355639137%,70484,,,,,,,,,,,,,educations,54.4%,PossibleMatch,with phones,1251,with emails,0,with social_profiles,1027,with jobs,1222,with educations,909,with addresses,1252,with dobs,1115,,,,,,,,,,,,,,,,,
,"Name, Address, Emails, Phones",6.13112848181%,63705,,,,,,,,,,,,,addresses,99.4%,PossibleMatch,without phones,64911,without emails,66162,without social_profiles,65135,without jobs,64940,without educations,65253,without addresses,64910,without dobs,65047,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,75.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,42.6137730717%,442775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16249#US,All,,897668,NoMatch,52.4%,470016,,,,,,,,,,phones,100.0%,NoMatch,with phones,657,with emails,0,with social_profiles,227,with jobs,214,with educations,98,with addresses,695,with dobs,587,,,,,,,,,,,,,,,,,
,Phone,100.0%,897668,SingleMatch,34.2%,307289,,,,,,,,,,emails,42.6%,NoMatch,without phones,469359,without emails,470016,without social_profiles,469789,without jobs,469802,without educations,469918,without addresses,469321,without dobs,469429,,,,,,,,,,,,,,,,,
,,0.000328597512955%,3,MultipleMatch,13.4%,120363,,,,,,,,,,social_profiles,38.5%,PerfectMatch,with phones,307274,with emails,130991,with social_profiles,118344,with jobs,83631,with educations,35676,with addresses,305226,with dobs,90722,,,,,,,,,,,,,,,,,
,"Name, Address, Email",3.6688125345%,30108,,,,,,,,,,,,,jobs,27.2%,PerfectMatch,without phones,15,without emails,176298,without social_profiles,188945,without jobs,223658,without educations,271613,without addresses,2063,without dobs,216567,,,,,,,,,,,,,,,,,
,"Name, Address",1.80040870191%,14775,,,,,,,,,,,,,educations,11.6%,PossibleMatch,with phones,120363,with emails,0,with social_profiles,69335,with jobs,50098,with educations,25330,with addresses,120196,with dobs,61435,,,,,,,,,,,,,,,,,
,,0.0275392464726%,226,,,,,,,,,,,,,addresses,99.3%,PossibleMatch,without phones,0,without emails,120363,without social_profiles,51028,without jobs,70265,without educations,95033,without addresses,167,without dobs,58928,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,29.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,897668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539#US,All,,751250,NoMatch,16.9%,127068,,,,,,,,,,phones,99.9%,NoMatch,with phones,14,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,13,with dobs,0,,,,,,,,,,,,,,,,,
,Phone,100.0%,751250,SingleMatch,35.2%,264685,,,,,,,,,,emails,45.2%,NoMatch,without phones,127054,without emails,127068,without social_profiles,127068,without jobs,127068,without educations,127068,without addresses,127055,without dobs,127068,,,,,,,,,,,,,,,,,
,,0.00450174355991%,26,MultipleMatch,47.9%,359497,,,,,,,,,,social_profiles,39.4%,PerfectMatch,with phones,264509,with emails,119743,with social_profiles,104292,with jobs,104290,with educations,34357,with addresses,256818,with dobs,83976,,,,,,,,,,,,,,,,,
,,0.0351846594885%,88,,,,,,,,,,,,,jobs,39.4%,PerfectMatch,without phones,176,without emails,144942,without social_profiles,160393,without jobs,160395,without educations,230328,without addresses,7867,without dobs,180709,,,,,,,,,,,,,,,,,
,Address,0.00119947702802%,3,,,,,,,,,,,,,educations,13.0%,PossibleMatch,with phones,230702,with emails,0,with social_profiles,119387,with jobs,108762,with educations,42199,with addresses,229602,with dobs,112912,,,,,,,,,,,,,,,,,
,"Email, Phone",0.000799651352011%,2,,,,,,,,,,,,,addresses,97.0%,PossibleMatch,without phones,128795,without emails,359497,without social_profiles,240110,without jobs,250735,without educations,317298,without addresses,129895,without dobs,246585,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,31.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,751250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21013#US,All,,354584,NoMatch,26.2%,92836,,,,,,,,,,phones,89.8%,NoMatch,with phones,13324,with emails,0,with social_profiles,13558,with jobs,11961,with educations,9662,with addresses,13575,with dobs,12958,,,,,,,,,,,,,,,,,
,"Name, Address",61.9757236649%,219756,SingleMatch,35.8%,127086,,,,,,,,,,emails,68.3%,NoMatch,without phones,79512,without emails,92836,without social_profiles,79278,without jobs,80875,without educations,83174,without addresses,79261,without dobs,79878,,,,,,,,,,,,,,,,,
,Phone,37.7005166618%,133680,MultipleMatch,38.0%,134662,,,,,,,,,,social_profiles,45.0%,PerfectMatch,with phones,114081,with emails,86835,with social_profiles,57226,with jobs,49706,with educations,20405,with addresses,126762,with dobs,75980,,,,,,,,,,,,,,,,,
,"Name, Address, Emails",0.239435507524%,849,,,,,,,,,,,,,jobs,39.1%,PerfectMatch,without phones,13005,without emails,40251,without social_profiles,69860,without jobs,77380,without educations,106681,without addresses,324,without dobs,51106,,,,,,,,,,,,,,,,,
,"Name, Address, Email",0.0750174852785%,266,,,,,,,,,,,,,educations,16.1%,PossibleMatch,with phones,134539,with emails,0,with social_profiles,118738,with jobs,113329,with educations,88811,with addresses,134633,with dobs,121942,,,,,,,,,,,,,,,,,
,Address,0.00535839180561%,19,,,,,,,,,,,,,addresses,99.7%,PossibleMatch,without phones,123,without emails,134662,without social_profiles,15924,without jobs,21333,without educations,45851,without addresses,29,without dobs,12720,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,59.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,99.9960517113%,354570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19675#US,All,,220661,NoMatch,54.6%,120581,,,,,,,,,,phones,100.0%,NoMatch,with phones,99,with emails,0,with social_profiles,29,with jobs,35,with educations,15,with addresses,109,with dobs,97,,,,,,,,,,,,,,,,,
,Phone,100.0%,220661,SingleMatch,28.2%,62207,,,,,,,,,,emails,26.6%,NoMatch,without phones,120482,without emails,120581,without social_profiles,120552,without jobs,120546,without educations,120566,without addresses,120472,without dobs,120484,,,,,,,,,,,,,,,,,
,"Name, Address",5.66012091436%,11244,MultipleMatch,17.2%,37873,,,,,,,,,,social_profiles,17.4%,PerfectMatch,with phones,62206,with emails,16539,with social_profiles,10814,with jobs,20000,with educations,2409,with addresses,61929,with dobs,13720,,,,,,,,,,,,,,,,,
,"Name, Address, Email",0.0211423940237%,42,,,,,,,,,,,,,jobs,32.2%,PerfectMatch,without phones,1,without emails,45668,without social_profiles,51393,without jobs,42207,without educations,59798,without addresses,278,without dobs,48487,,,,,,,,,,,,,,,,,
,,0.00503390333899%,10,,,,,,,,,,,,,educations,3.9%,PossibleMatch,with phones,37873,with emails,0,with social_profiles,13384,with jobs,14503,with educations,4010,with addresses,37848,with dobs,14941,,,,,,,,,,,,,,,,,
,"Address, Email",0.000503390333899%,1,,,,,,,,,,,,,addresses,99.6%,PossibleMatch,without phones,0,without emails,37873,without social_profiles,24489,without jobs,23370,without educations,33863,without addresses,25,without dobs,22932,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,22.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,220661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6967#US,All,,214412,NoMatch,3.7%,7971,,,,,,,,,,phones,92.0%,NoMatch,with phones,2492,with emails,0,with social_profiles,1183,with jobs,992,with educations,397,with addresses,3657,with dobs,1632,,,,,,,,,,,,,,,,,
,"Name, Address, DOB, Email",74.1992052684%,159092,SingleMatch,94.5%,202696,,,,,,,,,,emails,89.6%,NoMatch,without phones,5479,without emails,7971,without social_profiles,6788,without jobs,6979,without educations,7574,without addresses,4314,without dobs,6339,,,,,,,,,,,,,,,,,
,"Name, Address, DOB",18.7382236069%,40177,MultipleMatch,1.7%,3745,,,,,,,,,,social_profiles,54.7%,PerfectMatch,with phones,186384,with emails,181527,with social_profiles,110924,with jobs,98863,with educations,43080,with addresses,202491,with dobs,188970,,,,,,,,,,,,,,,,,
,"Name, Address, Email",4.34910359495%,9325,,,,,,,,,,,,,jobs,48.8%,PerfectMatch,without phones,16312,without emails,21169,without social_profiles,91772,without jobs,103833,without educations,159616,without addresses,205,without dobs,13726,,,,,,,,,,,,,,,,,
,"Name, Address",2.7134675298%,5818,,,,,,,,,,,,,educations,21.3%,PossibleMatch,with phones,70,with emails,0,with social_profiles,37,with jobs,23,with educations,13,with addresses,74,with dobs,68,,,,,,,,,,,,,,,,,
,"Name, Phone",0.777061938901%,1925,,,,,,,,,,,,,addresses,99.9%,PossibleMatch,without phones,3675,without emails,3745,without social_profiles,3708,without jobs,3722,without educations,3732,without addresses,3671,without dobs,3677,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,93.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,214412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7963#US,All,,213925,NoMatch,46.6%,99730,,,,,,,,,,phones,97.7%,NoMatch,with phones,0,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,0,with dobs,0,,,,,,,,,,,,,,,,,
,Phone,100.0%,213925,SingleMatch,26.8%,57373,,,,,,,,,,emails,33.1%,NoMatch,without phones,99730,without emails,99730,without social_profiles,99730,without jobs,99730,without educations,99730,without addresses,99730,without dobs,99730,,,,,,,,,,,,,,,,,
,"Name, Address, DOB, Email, Phone, Usernames",20.3053873691%,36756,MultipleMatch,26.6%,56822,,,,,,,,,,social_profiles,37.0%,PerfectMatch,with phones,56076,with emails,18995,with social_profiles,21240,with jobs,10550,with educations,5757,with addresses,53594,with dobs,9829,,,,,,,,,,,,,,,,,
,"Name, Address, DOB, Phone",14.2683519689%,25828,,,,,,,,,,,,,jobs,18.4%,PerfectMatch,without phones,1297,without emails,38378,without social_profiles,36133,without jobs,46823,without educations,51616,without addresses,3779,without dobs,47544,,,,,,,,,,,,,,,,,
,"Name, Address, DOB, Email, Usernames",7.09826755646%,12849,,,,,,,,,,,,,educations,10.0%,PossibleMatch,with phones,2,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,2,with dobs,1,,,,,,,,,,,,,,,,,
,"Name, Address, DOB, Email, Phones, Usernames",6.63422017943%,12009,,,,,,,,,,,,,addresses,93.4%,PossibleMatch,without phones,56820,without emails,56822,without social_profiles,56822,without jobs,56822,without educations,56822,without addresses,56820,without dobs,56821,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,17.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,213925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711#US,All,,158772,NoMatch,21.8%,34647,,,,,,,,,,phones,84.9%,NoMatch,with phones,379,with emails,0,with social_profiles,208,with jobs,156,with educations,80,with addresses,496,with dobs,78,,,,,,,,,,,,,,,,,
,"Name, Address, DOB, Email, Phone, Usernames",25.0434585443%,39762,SingleMatch,75.2%,119372,,,,,,,,,,emails,83.5%,NoMatch,without phones,34268,without emails,34647,without social_profiles,34439,without jobs,34491,without educations,34567,without addresses,34151,without dobs,34569,,,,,,,,,,,,,,,,,
,"Name, Address, DOB, Phone",16.5942357595%,26347,MultipleMatch,3.0%,4752,,,,,,,,,,social_profiles,42.3%,PerfectMatch,with phones,101378,with emails,99653,with social_profiles,50535,with jobs,38692,with educations,13511,with addresses,118526,with dobs,67078,,,,,,,,,,,,,,,,,
,"Name, Address, DOB",15.2678054065%,24241,,,,,,,,,,,,,jobs,32.4%,PerfectMatch,without phones,17994,without emails,19719,without social_profiles,68837,without jobs,80680,without educations,105861,without addresses,846,without dobs,52294,,,,,,,,,,,,,,,,,
,"Name, Address, DOB, Email, Usernames",10.2776308165%,16318,,,,,,,,,,,,,educations,11.3%,PossibleMatch,with phones,3,with emails,0,with social_profiles,1,with jobs,1,with educations,0,with addresses,3,with dobs,0,,,,,,,,,,,,,,,,,
,"Name, Address, DOB, Emails, Phones, Usernames",6.06845035649%,9635,,,,,,,,,,,,,addresses,99.3%,PossibleMatch,without phones,4749,without emails,4752,without social_profiles,4751,without jobs,4751,without educations,4752,without addresses,4749,without dobs,4752,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,56.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,73.2515808833%,116303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539#IN,All,,352514,NoMatch,29.3%,103160,,,,,,,,,,phones,99.9%,NoMatch,with phones,2,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,2,with dobs,0,,,,,,,,,,,,,,,,,
,Phone,99.9997163233%,352513,SingleMatch,44.4%,156433,,,,,,,,,,emails,11.8%,NoMatch,without phones,103158,without emails,103160,without social_profiles,103160,without jobs,103160,without educations,103160,without addresses,103158,without dobs,103160,,,,,,,,,,,,,,,,,
,,0.000283676676671%,1,MultipleMatch,26.4%,92920,,,,,,,,,,social_profiles,12.7%,PerfectMatch,with phones,156332,with emails,18406,with social_profiles,19895,with jobs,7041,with educations,3805,with addresses,156332,with dobs,6526,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,jobs,4.5%,PerfectMatch,without phones,101,without emails,138027,without social_profiles,136538,without jobs,149392,without educations,152628,without addresses,101,without dobs,149907,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,educations,2.4%,PossibleMatch,with phones,73107,with emails,0,with social_profiles,14387,with jobs,7091,with educations,3452,with addresses,73107,with dobs,5895,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,addresses,99.9%,PossibleMatch,without phones,19813,without emails,92920,without social_profiles,78533,without jobs,85829,without educations,89468,without addresses,19813,without dobs,87025,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,4.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,352514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7963#IN,All,,18041,NoMatch,17.4%,3137,,,,,,,,,,phones,97.7%,NoMatch,with phones,0,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,0,with dobs,0,,,,,,,,,,,,,,,,,
,Phone,100.0%,18041,SingleMatch,52.4%,9448,,,,,,,,,,emails,33.1%,NoMatch,without phones,3137,without emails,3137,without social_profiles,3137,without jobs,3137,without educations,3137,without addresses,3137,without dobs,3137,,,,,,,,,,,,,,,,,
,,0.0248403122782%,7,MultipleMatch,30.2%,5456,,,,,,,,,,social_profiles,42.5%,PerfectMatch,with phones,9235,with emails,3125,with social_profiles,4015,with jobs,1454,with educations,1068,with addresses,9235,with dobs,1786,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,jobs,15.4%,PerfectMatch,without phones,213,without emails,6323,without social_profiles,5433,without jobs,7994,without educations,8380,without addresses,213,without dobs,7662,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,educations,11.3%,PossibleMatch,with phones,0,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,0,with dobs,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,addresses,97.7%,PossibleMatch,without phones,5456,without emails,5456,without social_profiles,5456,without jobs,5456,without educations,5456,without addresses,5456,without dobs,5456,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,18.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,18041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16249#IN,All,,16524,NoMatch,10.4%,1720,,,,,,,,,,phones,100.0%,NoMatch,with phones,0,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,0,with dobs,0,,,,,,,,,,,,,,,,,
,Phone,100.0%,16524,SingleMatch,75.3%,12448,,,,,,,,,,emails,81.4%,NoMatch,without phones,1720,without emails,1720,without social_profiles,1720,without jobs,1720,without educations,1720,without addresses,1720,without dobs,1720,,,,,,,,,,,,,,,,,
,,0.0414765657404%,1,MultipleMatch,14.3%,2356,,,,,,,,,,social_profiles,83.9%,PerfectMatch,with phones,12448,with emails,10130,with social_profiles,10442,with jobs,1090,with educations,955,with addresses,12448,with dobs,9461,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,jobs,8.8%,PerfectMatch,without phones,0,without emails,2318,without social_profiles,2006,without jobs,11358,without educations,11493,without addresses,0,without dobs,2987,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,educations,7.7%,PossibleMatch,with phones,2356,with emails,0,with social_profiles,1478,with jobs,1097,with educations,927,with addresses,2356,with dobs,604,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,addresses,100.0%,PossibleMatch,without phones,0,without emails,2356,without social_profiles,878,without jobs,1259,without educations,1429,without addresses,0,without dobs,1752,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,76.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
